Id,donate_00,donate_01,donate_02,donate_03,donate_04,donate_05,donate_06,donate_07,donate_08,donate_09,donate_10,donate_11,last_donation
102677,1,0,0,0,0,0,0,0,0,0,0,0,0
102678,1,1,0,0,0,0,0,0,0,0,0,0,1
102679,1,0,0,0,0,1,0,1,1,1,1,0,10
102680,1,0,1,0,0,0,0,0,0,0,0,0,2
102681,1,1,1,0,0,0,0,0,0,0,0,0,2
102682,1,1,1,1,1,1,0,1,1,0,0,1,8
102683,1,0,0,0,0,0,0,0,0,0,0,0,0
102684,1,1,0,0,0,1,0,1,0,0,1,1,10
102685,1,0,0,0,0,0,0,0,0,0,0,0,0
102686,1,0,0,0,0,0,0,0,0,0,0,0,0
102687,1,0,0,0,0,0,0,1,0,0,0,0,7
102688,1,0,0,1,0,0,0,0,0,0,0,0,3
102689,1,1,1,1,1,1,0,1,0,0,0,1,7
102690,1,1,0,0,0,0,0,0,0,0,0,0,1
102691,1,1,1,0,0,0,0,0,0,0,0,0,2
102692,1,0,0,0,0,0,0,0,0,0,0,0,0
102693,1,1,1,1,0,0,1,1,1,1,1,1,10
102694,1,1,0,0,0,0,1,1,1,0,1,0,10
102695,1,0,0,0,0,0,0,0,0,0,0,0,0
102696,1,1,0,0,0,0,0,0,1,0,0,0,8
102697,1,0,0,0,0,0,0,0,0,0,0,0,0
102698,1,1,1,0,0,0,0,0,0,0,0,0,2
102699,1,0,0,0,0,0,0,0,0,0,0,0,0
102700,1,0,0,0,0,0,0,0,0,0,0,0,0
102701,1,0,0,0,0,0,0,0,0,0,0,0,0
102702,1,0,0,0,0,0,0,0,0,0,0,0,0
102703,1,0,0,0,0,0,0,0,0,0,0,0,0
102704,1,0,0,0,0,0,0,0,0,0,0,0,0
102705,1,1,0,0,0,0,0,0,0,0,0,0,1
102706,1,0,0,0,0,0,0,0,0,0,0,0,0
102707,1,1,1,1,1,1,1,1,1,1,1,1,10
102708,1,1,0,0,0,1,0,0,0,0,0,0,5
102709,1,1,1,1,1,1,0,0,1,0,0,1,8
102710,1,1,1,1,1,0,1,0,0,0,0,0,6
102711,1,1,1,1,1,1,1,1,1,1,1,0,10
102712,1,0,1,0,0,0,0,1,1,1,0,1,9
102713,1,0,0,0,0,0,0,0,0,0,0,0,0
102714,1,0,0,0,0,0,0,0,0,0,0,0,0
102715,1,1,1,0,0,0,0,0,0,0,0,0,2
102716,1,1,1,1,1,1,1,1,1,1,1,1,10
102717,1,0,0,0,0,0,0,0,0,0,0,0,0
102718,1,1,0,0,0,0,0,0,0,0,0,0,1
102719,1,0,0,0,0,0,0,0,0,0,0,0,0
102720,1,1,1,1,1,0,0,0,0,0,0,0,4
102721,1,0,0,0,0,0,0,0,0,0,0,0,0
102722,1,1,1,1,0,0,0,0,0,0,0,0,3
102723,1,0,0,0,0,0,0,0,0,0,0,0,0
102724,1,0,0,0,0,0,0,0,0,0,0,0,0
102725,1,0,1,1,1,1,0,1,1,1,1,1,10
102726,1,0,0,0,0,0,0,0,0,0,0,0,0
102727,1,1,1,1,1,1,0,1,1,1,1,0,10
102728,1,1,0,1,1,1,1,1,0,1,0,1,9
102729,1,1,0,1,0,1,0,1,0,0,1,0,10
102730,1,1,1,1,0,0,0,0,0,0,0,0,3
102731,1,0,0,0,0,0,0,0,0,0,0,0,0
102732,1,1,1,1,1,0,1,1,1,1,1,1,10
102733,1,0,1,1,1,1,1,1,1,1,1,0,10
102734,1,1,0,1,0,1,0,0,0,0,0,0,5
102735,1,0,0,0,0,0,0,0,0,0,0,0,0
102736,1,1,0,0,0,0,0,0,0,0,0,0,1
102737,1,1,1,1,0,1,0,0,0,0,0,0,5
102738,1,1,0,0,0,0,0,0,0,0,0,0,1
102739,1,0,0,0,0,0,0,0,0,0,0,0,0
102740,1,1,0,0,0,0,0,0,0,0,0,0,1
102741,1,0,0,0,0,0,0,0,0,0,0,0,0
102742,1,1,0,0,0,0,0,0,0,0,0,0,1
102743,1,0,0,0,0,0,0,0,0,0,0,0,0
102744,1,0,0,0,0,0,0,0,0,0,0,0,0
102745,1,0,0,0,0,0,0,0,0,0,0,0,0
102746,1,1,1,1,1,1,1,1,1,1,1,0,10
102747,1,0,0,0,0,0,0,0,0,0,0,0,0
102748,1,1,1,1,1,1,1,1,0,0,0,0,7
102749,1,1,1,1,0,0,0,0,0,0,0,0,3
102750,1,0,0,0,0,0,0,0,0,0,0,0,0
102751,1,0,0,0,0,0,0,0,0,0,0,0,0
102752,1,1,1,1,0,0,0,0,0,0,0,0,3
102753,1,0,0,0,0,0,0,0,0,0,0,0,0
102754,1,1,1,0,0,0,0,0,0,0,0,0,2
102755,1,0,0,0,0,0,0,0,0,0,0,0,0
102756,1,0,0,0,0,0,0,0,0,0,0,0,0
102757,1,0,0,0,0,0,0,0,0,0,0,0,0
102758,1,0,0,0,0,0,0,0,0,0,0,0,0
102759,1,0,0,1,1,1,1,1,1,1,1,1,10
102760,1,1,0,0,1,1,0,0,0,0,0,0,5
102761,1,0,0,0,0,0,0,0,0,0,0,0,0
102762,1,1,1,0,0,0,0,0,0,0,0,0,2
102763,1,1,0,0,0,0,0,0,0,0,0,0,1
102764,1,0,0,0,0,0,0,0,0,0,0,0,0
102765,1,0,0,0,0,0,0,0,0,0,0,0,0
102766,1,0,0,0,0,0,0,0,0,0,0,0,0
102767,1,1,1,1,1,1,1,1,1,0,0,0,8
102768,1,0,1,0,0,0,0,0,0,0,0,0,2
102769,1,0,0,0,0,0,0,0,0,0,0,0,0
102770,1,0,0,0,0,0,0,0,0,0,0,0,0
102771,1,1,1,0,0,0,0,0,0,0,0,0,2
102772,1,0,0,0,0,0,0,0,0,0,0,0,0
102773,1,1,1,0,1,0,0,0,0,0,0,0,4
102774,1,1,0,1,0,1,0,1,1,0,1,0,10
102775,1,1,0,0,0,0,0,0,1,0,0,0,8
102776,1,0,0,0,0,0,0,0,0,0,0,0,0
102777,1,0,0,0,0,0,0,0,0,0,0,0,0
102778,1,1,1,0,1,1,0,0,0,0,0,0,5
102779,1,1,1,1,1,1,1,1,1,1,1,1,10
102780,1,0,0,0,0,0,0,0,0,0,0,0,0
102781,1,0,0,0,0,1,0,0,0,1,1,0,10
102782,1,0,0,0,0,0,0,0,0,0,0,0,0
102783,1,1,0,0,0,0,0,1,0,0,0,0,7
102784,1,1,1,1,1,1,1,1,1,1,1,0,10
102785,1,0,0,0,0,0,0,1,1,0,0,1,8
102786,1,0,0,0,0,0,0,0,0,0,0,0,0
102787,1,0,0,1,0,0,0,0,0,0,0,0,3
102788,1,0,0,0,0,0,0,0,0,0,0,0,0
102789,1,1,1,0,1,0,0,1,1,1,1,1,10
102790,1,0,1,0,0,0,0,1,1,0,0,0,8
102791,1,1,1,1,1,1,1,0,1,0,0,0,8
102792,1,0,0,0,0,0,0,0,0,0,0,0,0
102793,1,0,0,0,0,0,0,0,0,0,0,0,0
102794,1,0,0,0,0,0,0,0,0,0,0,0,0
102795,1,1,1,1,1,1,0,0,0,0,0,0,5
102796,1,1,1,1,1,1,0,0,0,0,0,0,5
102797,1,0,1,1,0,0,0,1,1,0,1,1,10
102798,1,0,0,0,0,0,0,0,0,0,0,0,0
102799,1,1,0,0,0,0,0,0,0,0,0,0,1
102800,1,0,0,0,0,0,0,0,0,0,0,0,0
102801,1,0,1,0,0,0,0,0,0,0,0,0,2
102802,1,1,1,0,1,1,1,1,1,1,0,0,9
102803,1,1,1,1,1,0,0,0,0,0,0,0,4
102804,1,0,0,0,0,0,0,0,0,0,0,0,0
102805,1,0,0,0,0,0,0,0,0,0,0,0,0
102806,1,0,0,0,0,0,0,0,0,1,0,0,9
102807,1,0,1,1,1,1,0,1,1,1,1,0,10
102808,1,0,0,0,0,0,0,0,0,0,0,0,0
102809,1,0,0,0,0,0,0,0,0,0,0,0,0
102810,1,0,0,0,0,0,0,0,0,0,0,0,0
102811,1,0,0,0,0,0,0,0,0,0,0,0,0
102812,1,0,0,0,0,1,1,1,1,1,1,1,10
102813,1,0,0,0,0,0,0,0,0,0,0,0,0
102814,1,0,0,0,0,0,0,0,0,0,0,0,0
102815,1,0,0,0,1,0,0,0,0,0,0,0,4
102816,1,1,1,0,0,0,0,0,0,0,0,0,2
102817,1,0,0,0,0,0,0,0,0,0,0,0,0
102818,1,0,0,0,0,0,0,0,0,0,0,0,0
102819,1,0,0,0,0,0,0,0,0,0,0,0,0
102820,1,0,0,0,0,1,1,1,0,0,0,0,7
102821,1,1,0,0,0,0,0,0,0,0,0,0,1
102822,1,1,1,0,0,0,0,0,0,0,0,0,2
102823,1,0,0,0,0,0,0,0,0,0,0,0,0
102824,1,1,0,0,0,0,0,0,1,1,1,1,10
102825,1,1,1,1,1,1,0,0,1,1,1,1,10
102826,1,0,0,0,0,1,0,0,1,0,0,0,8
102827,1,1,1,1,1,1,1,1,1,1,1,1,10
102828,1,0,0,0,0,0,0,0,0,0,0,0,0
102829,1,1,1,0,0,0,0,0,0,0,0,0,2
102830,1,0,0,0,0,0,0,0,0,1,1,1,10
102831,1,0,0,0,0,0,0,0,0,0,0,0,0
102832,1,0,1,1,1,0,0,0,0,0,0,0,4
102833,1,1,1,1,1,1,1,1,1,0,1,1,10
102834,1,0,0,0,0,0,0,0,0,0,0,0,0
102835,1,1,0,0,1,0,0,0,0,0,0,0,4
102836,1,0,0,0,0,0,0,0,1,1,0,0,9
102837,1,0,0,0,0,0,0,0,0,0,0,0,0
102838,1,0,0,0,0,0,0,0,0,0,0,0,0
102839,1,1,0,0,0,0,0,0,0,0,0,0,1
102840,1,0,0,0,0,0,0,0,0,0,0,0,0
102841,1,0,0,0,0,1,1,1,1,0,1,0,10
102842,1,0,1,1,1,1,1,0,0,0,0,0,6
102843,1,1,1,1,1,1,1,1,1,1,1,1,10
102844,1,0,0,0,0,0,0,0,0,0,0,0,0
102845,1,0,0,0,0,0,0,0,0,0,0,0,0
102846,1,0,1,0,1,0,0,0,0,0,0,0,4
102847,1,1,1,1,1,1,1,1,0,0,0,1,7
102848,1,0,0,0,0,0,0,0,0,0,0,0,0
102849,1,1,1,1,1,1,1,1,1,1,1,1,10
102850,1,1,1,0,0,0,0,0,0,0,0,0,2
102851,1,1,0,0,0,0,1,1,0,0,0,0,7
102852,1,1,0,0,0,0,0,0,0,0,0,0,1
102853,1,1,0,0,0,0,0,0,0,0,0,0,1
102854,1,1,0,0,0,0,0,0,0,0,0,0,1
102855,1,0,1,1,0,1,0,0,0,0,0,0,5
102856,1,0,0,0,0,0,1,0,0,0,0,0,6
102857,1,1,0,0,0,0,0,0,0,0,0,0,1
102858,1,0,0,0,0,0,0,0,0,0,0,0,0
102859,1,0,0,0,0,0,1,0,0,0,0,0,6
102860,1,1,0,1,1,0,1,1,1,1,1,0,10
102861,1,1,1,0,1,1,0,1,1,0,1,0,10
102862,1,1,1,1,0,0,0,0,0,0,0,0,3
102863,1,0,0,0,0,0,0,0,1,0,0,0,8
102864,1,1,0,1,0,0,0,0,0,0,0,0,3
102865,1,1,1,1,1,1,1,1,1,1,1,1,10
102866,1,0,0,0,0,0,0,0,0,0,0,0,0
102867,1,0,0,0,0,0,0,0,0,0,0,0,0
102868,1,0,0,0,0,1,1,0,0,0,0,0,6
102869,1,0,0,0,1,1,0,0,0,0,0,0,5
102870,1,0,1,0,0,1,1,0,1,1,1,1,10
102871,1,0,0,0,1,1,1,1,1,1,0,0,9
102872,1,0,0,0,0,0,0,0,0,0,0,0,0
102873,1,1,1,1,1,1,0,0,0,0,0,0,5
102874,1,1,1,1,1,1,1,0,0,0,1,1,10
102875,1,1,1,0,0,0,0,0,0,0,0,0,2
102876,1,1,1,1,1,1,1,1,1,0,1,1,10
102877,1,1,1,1,0,0,0,0,0,0,0,0,3
102878,1,1,0,0,0,0,0,0,0,0,0,0,1
102879,1,1,1,0,0,0,0,0,0,0,0,0,2
102880,1,0,0,0,1,1,0,0,1,1,1,1,10
102881,1,1,1,1,1,1,1,1,1,1,0,0,9
102882,1,1,1,1,1,0,0,0,0,0,0,0,4
102883,1,0,0,0,0,0,0,0,0,0,0,0,0
102884,1,1,1,0,1,0,0,0,0,0,0,0,4
102885,1,0,0,0,0,0,0,0,0,0,0,0,0
102886,1,1,1,0,0,0,0,0,0,0,0,0,2
102887,1,1,1,1,1,1,1,1,0,1,1,1,10
102888,1,1,1,0,1,1,0,0,0,0,0,0,5
102889,1,0,0,0,0,0,0,0,0,0,0,0,0
102890,1,1,0,0,0,0,0,0,0,0,0,0,1
102891,1,0,0,0,0,0,0,0,0,0,0,0,0
102892,1,0,0,0,0,0,0,0,0,0,0,0,0
102893,1,1,1,0,1,0,0,0,0,0,0,0,4
102894,1,0,1,0,1,0,0,0,0,0,0,0,4
102895,1,1,0,0,0,0,0,0,0,0,0,0,1
102896,1,1,1,0,0,0,0,0,0,0,0,0,2
102897,1,1,1,1,1,1,1,1,1,1,0,0,9
102898,1,0,0,0,0,0,0,0,0,0,0,0,0
102899,1,1,1,0,0,1,0,0,0,0,0,0,5
102900,1,1,0,0,1,1,0,0,0,0,0,0,5
102901,1,1,1,0,0,0,0,0,0,0,0,0,2
102902,1,0,1,1,1,1,1,0,1,0,1,1,10
102903,1,0,1,1,1,1,1,1,1,1,1,1,10
102904,1,1,0,0,0,0,0,0,0,0,0,0,1
102905,1,0,0,0,0,0,0,0,0,0,0,0,0
102906,1,1,0,0,0,0,0,0,0,0,0,0,1
102907,1,1,1,0,0,0,0,0,0,0,0,0,2
102908,1,0,0,0,0,0,0,0,0,0,0,0,0
102909,1,1,1,0,0,1,1,1,1,1,1,0,10
102910,1,1,0,0,0,0,0,0,0,0,0,0,1
102911,1,0,0,0,0,0,0,0,0,0,0,0,0
102912,1,1,1,1,1,1,0,0,0,0,0,0,5
102913,1,0,1,1,0,0,0,0,0,0,0,1,3
102914,1,0,0,0,1,1,1,0,1,1,1,1,10
102915,1,1,0,1,1,0,0,1,0,1,1,0,10
102916,1,1,0,1,1,1,1,1,1,0,0,0,8
102917,1,0,0,0,0,0,0,0,0,0,0,0,0
102918,1,1,1,1,1,0,1,1,1,0,0,0,8
102919,1,1,0,1,0,0,0,0,0,0,0,0,3
102920,1,1,0,0,0,0,0,0,1,0,0,0,8
102921,1,0,1,0,1,1,0,0,0,0,0,0,5
102922,1,0,1,1,0,1,0,0,0,0,0,0,5
102923,1,0,0,1,0,1,0,0,0,0,0,0,5
102924,1,1,1,0,0,0,0,0,0,0,0,0,2
102925,1,1,1,1,1,1,1,1,1,1,1,1,10
102926,1,0,1,1,0,0,0,0,0,0,0,0,3
102927,1,0,0,0,0,0,0,0,0,0,0,0,0
102928,1,0,1,1,1,1,1,1,1,0,0,0,8
102929,1,0,0,0,0,0,0,0,0,0,0,0,0
102930,1,1,0,1,1,0,0,1,1,1,1,1,10
102931,1,1,1,1,0,1,1,1,0,0,0,0,7
102932,1,0,0,0,0,0,0,0,0,0,0,0,0
102933,1,1,0,0,0,0,0,0,0,0,0,0,1
102934,1,1,1,1,1,0,0,0,1,1,0,0,9
102935,1,0,0,0,0,0,0,0,0,0,0,0,0
102936,1,0,0,0,0,0,0,0,0,0,0,0,0
102937,1,1,1,1,1,1,1,1,1,1,1,1,10
102938,1,1,1,1,1,1,1,1,1,1,1,1,10
102939,1,0,0,1,0,0,0,0,0,0,0,0,3
102940,1,0,0,0,0,0,0,0,0,0,0,0,0
102941,1,1,1,1,1,0,1,0,0,0,0,0,6
102942,1,1,0,0,1,0,1,1,1,1,0,0,9
102943,1,0,0,0,0,0,0,0,0,0,0,0,0
102944,1,1,1,1,1,1,1,1,1,0,1,1,10
102945,1,1,1,0,0,0,0,0,0,0,0,0,2
102946,1,0,0,0,0,0,0,0,0,0,0,0,0
102947,1,0,0,0,0,0,0,0,0,0,0,0,0
102948,1,0,0,0,0,0,0,0,0,0,0,0,0
102949,1,1,1,1,1,0,1,1,1,0,1,0,10
102950,1,1,0,0,0,0,0,0,0,0,0,0,1
102951,1,1,1,1,1,1,1,1,1,0,1,1,10
102952,1,1,1,1,1,0,1,0,1,0,1,0,10
102953,1,0,0,0,0,0,0,0,0,0,0,0,0
102954,1,0,0,0,0,0,0,0,0,0,0,0,0
102955,1,0,0,0,0,0,0,0,0,0,0,0,0
102956,1,0,0,0,0,0,0,0,0,0,0,0,0
102957,1,1,1,1,1,0,1,0,0,0,0,0,6
102958,1,1,0,0,0,0,0,0,0,0,1,0,10
102959,1,0,0,0,0,0,0,0,0,0,0,0,0
102960,1,0,0,1,0,1,1,1,1,1,1,1,10
102961,1,0,0,0,0,0,0,0,0,0,0,0,0
102962,1,0,1,0,0,0,0,0,0,0,0,0,2
102963,1,1,1,1,1,1,1,1,1,1,1,1,10
102964,1,0,0,0,0,0,0,0,0,0,0,0,0
102965,1,1,0,0,0,0,0,0,0,0,0,0,1
102966,1,1,1,1,1,1,1,1,1,1,0,0,9
102967,1,1,1,1,1,1,1,0,0,1,0,0,9
102968,1,0,0,0,0,0,0,0,0,0,0,0,0
102969,1,0,0,0,0,0,0,0,0,0,0,0,0
102970,1,1,1,1,0,1,1,1,0,0,1,1,10
102971,1,0,0,0,0,0,0,0,0,0,0,0,0
102972,1,1,1,1,1,0,0,0,0,0,0,0,4
102973,1,0,0,0,0,0,0,0,0,0,0,0,0
102974,1,0,0,0,0,0,0,0,0,0,0,0,0
102975,1,1,1,1,1,1,1,0,0,0,0,0,6
102976,1,1,0,1,0,0,0,0,0,0,0,0,3
102977,1,1,0,1,0,1,1,1,1,1,1,0,10
102978,1,1,0,0,0,0,0,0,0,0,0,0,1
102979,1,1,0,0,1,1,1,1,0,0,0,0,7
102980,1,1,0,0,0,0,0,0,0,0,1,0,10
102981,1,0,0,0,0,0,0,0,0,0,0,0,0
102982,1,0,0,0,0,0,0,0,0,0,0,0,0
102983,1,1,1,1,1,0,0,1,0,0,1,0,10
102984,1,1,1,1,0,0,1,0,0,0,0,0,6
102985,1,0,0,0,0,0,0,0,0,0,0,0,0
102986,1,0,0,0,0,0,0,0,0,0,0,0,0
102987,1,0,0,0,0,0,0,0,0,0,0,0,0
102988,1,0,0,0,0,0,0,0,0,0,0,0,0
102989,1,0,0,1,1,0,0,0,0,0,0,0,4
102990,1,1,0,1,0,1,1,0,0,0,0,0,6
102991,1,0,0,0,0,0,0,0,0,0,0,0,0
102992,1,1,1,0,0,0,0,0,0,0,0,0,2
102993,1,0,1,0,0,0,0,0,1,0,0,0,8
102994,1,1,1,1,1,1,1,1,1,1,1,1,10
102995,1,0,0,0,0,0,0,0,0,0,0,0,0
102996,1,1,1,1,1,0,1,0,0,0,0,0,6
102997,1,1,0,1,1,0,1,0,0,0,0,0,6
102998,1,1,1,1,0,0,1,0,1,0,1,1,10
102999,1,1,1,1,1,1,1,1,1,1,1,1,10
103000,1,0,0,0,0,0,0,0,0,1,0,0,9
103001,1,1,0,0,0,0,0,0,0,0,0,0,1
103002,1,1,1,0,0,0,0,0,0,0,0,0,2
103003,1,1,1,0,0,0,0,0,0,0,0,0,2
103004,1,0,0,0,0,0,0,0,0,0,0,0,0
103005,1,1,1,0,0,0,0,1,1,0,0,0,8
103006,1,0,0,1,0,0,0,0,0,0,0,0,3
103007,1,1,1,1,1,1,1,1,1,1,1,1,10
103008,1,0,0,0,0,0,0,0,0,0,0,0,0
103009,1,0,1,0,0,0,0,0,0,0,0,0,2
103010,1,1,0,0,0,0,0,0,0,0,0,0,1
103011,1,0,0,0,0,0,0,0,0,0,0,0,0
103012,1,1,0,0,0,0,0,0,0,0,0,0,1
103013,1,0,0,0,0,0,0,0,0,0,0,0,0
103014,1,0,1,0,0,0,0,0,0,0,0,0,2
103015,1,1,1,1,1,1,1,1,1,1,1,1,10
103016,1,1,1,1,0,0,0,0,0,0,0,0,3
103017,1,0,0,0,0,0,0,0,0,0,0,0,0
103018,1,1,1,1,1,1,1,0,0,0,1,0,10
103019,1,0,1,0,0,0,0,0,0,1,0,0,9
103020,1,1,1,1,1,1,1,1,1,0,0,0,8
103021,1,0,0,0,0,0,0,0,0,0,0,0,0
103022,1,0,0,0,0,0,0,0,0,0,0,0,0
103023,1,1,1,1,1,0,0,1,1,1,1,0,10
103024,1,0,0,0,0,0,0,0,0,0,0,0,0
103025,1,0,0,0,0,0,0,0,0,0,0,0,0
103026,1,0,0,0,0,1,0,0,1,0,0,0,8
103027,1,0,0,0,0,0,0,0,0,0,0,0,0
103028,1,0,0,0,0,0,0,0,0,0,0,0,0
103029,1,1,0,0,0,0,0,0,0,0,0,0,1
103030,1,0,0,0,0,0,0,0,0,0,0,0,0
103031,1,1,0,1,1,1,1,1,1,1,1,1,10
103032,1,0,0,0,0,0,0,0,0,0,0,0,0
103033,1,0,0,0,0,0,0,0,0,0,0,0,0
103034,1,0,0,0,0,0,0,0,0,0,0,0,0
103035,1,1,1,0,0,1,1,1,1,1,1,1,10
103036,1,0,0,0,0,0,0,0,0,0,0,0,0
103037,1,0,0,0,0,0,0,0,0,0,0,0,0
103038,1,1,1,1,1,1,1,1,1,1,1,1,10
103039,1,0,0,0,0,0,0,0,0,0,0,0,0
103040,1,0,0,0,0,0,0,0,0,0,0,0,0
103041,1,0,0,0,0,0,0,0,0,0,0,0,0
103042,1,1,0,0,0,0,0,0,0,0,0,0,1
103043,1,0,0,0,0,0,0,0,0,0,0,0,0
103044,1,0,1,0,0,0,0,0,0,0,0,0,2
103045,1,1,1,1,0,1,1,1,0,0,0,0,7
103046,1,0,1,1,0,1,0,0,0,1,0,0,9
103047,1,0,0,0,0,0,0,0,0,0,0,0,0
103048,1,0,0,0,0,0,0,0,0,0,0,0,0
103049,1,1,0,0,0,0,0,0,0,0,0,0,1
103050,1,1,0,0,0,1,1,1,1,1,0,0,9
103051,1,1,1,0,1,0,1,0,1,1,1,1,10
103052,1,0,0,1,0,0,1,0,0,0,0,0,6
103053,1,0,1,0,0,0,1,0,1,0,1,0,10
103054,1,0,0,0,0,0,0,0,0,0,0,0,0
103055,1,0,1,1,0,0,0,0,0,0,0,1,3
103056,1,0,0,0,0,0,0,0,0,0,0,0,0
103057,1,0,0,0,0,0,0,0,0,0,0,0,0
103058,1,1,1,1,0,0,0,1,1,0,0,0,8
103059,1,1,1,1,0,1,0,1,0,0,0,0,7
103060,1,0,0,0,0,0,0,0,0,0,0,0,0
103061,1,1,1,1,1,1,1,0,0,0,0,0,6
103062,1,1,0,1,0,1,0,0,0,0,0,0,5
103063,1,0,0,1,1,0,0,0,1,0,0,0,8
103064,1,0,0,0,0,0,1,0,0,0,0,0,6
103065,1,1,0,0,0,0,0,0,0,0,0,0,1
103066,1,1,1,1,1,1,1,1,0,1,1,0,10
103067,1,1,1,1,1,1,0,0,0,1,0,0,9
103068,1,0,0,0,0,0,0,0,0,0,0,0,0
103069,1,1,1,1,1,1,0,0,0,0,0,1,5
103070,1,0,0,0,0,0,0,0,0,0,0,0,0
103071,1,1,1,1,1,1,1,0,0,0,0,0,6
103072,1,0,0,0,0,0,0,0,0,0,0,0,0
103073,1,1,1,0,1,0,1,1,1,0,0,0,8
103074,1,1,0,1,1,1,1,1,1,1,1,1,10
103075,1,0,0,0,0,0,0,0,0,0,0,0,0
103076,1,1,0,0,0,0,0,0,0,0,0,0,1
103077,1,1,1,1,1,1,1,1,1,1,0,1,9
103078,1,0,0,0,0,0,0,0,0,0,0,0,0
103079,1,1,1,1,0,0,0,0,0,0,0,0,3
103080,1,1,1,0,1,0,0,0,0,1,1,0,10
103081,1,1,1,0,0,0,0,0,0,0,0,0,2
103082,1,1,0,0,0,0,0,0,0,0,0,0,1
103083,1,0,0,0,0,0,0,0,0,0,0,0,0
103084,1,0,0,0,0,0,0,0,0,0,0,0,0
103085,1,0,0,0,0,0,0,0,0,0,0,0,0
103086,1,0,0,0,0,0,0,0,0,0,0,0,0
103087,1,0,0,0,0,0,0,0,0,0,0,1,0
103088,1,1,1,0,1,0,0,1,1,0,0,0,8
103089,1,0,0,0,0,0,0,0,0,0,0,0,0
103090,1,1,0,0,0,0,0,0,0,0,0,0,1
103091,1,1,0,1,1,0,1,1,1,0,0,0,8
103092,1,0,0,0,0,0,0,0,0,0,0,0,0
103093,1,1,0,0,0,0,0,0,0,0,0,0,1
103094,1,0,0,0,1,0,1,1,0,0,0,0,7
103095,1,0,1,1,0,0,1,0,0,0,0,0,6
103096,1,1,1,1,1,0,0,0,0,0,0,0,4
103097,1,1,0,0,1,1,1,1,1,0,0,0,8
103098,1,1,0,0,0,0,0,0,0,0,0,0,1
103099,1,1,1,1,1,0,1,1,0,0,0,1,7
103100,1,1,1,1,1,1,1,1,1,1,1,1,10
103101,1,0,1,1,1,0,1,1,1,1,1,1,10
103102,1,0,0,0,0,0,0,0,0,0,0,0,0
103103,1,0,0,0,0,0,0,0,0,0,0,0,0
103104,1,1,1,1,1,1,1,1,1,1,1,1,10
103105,1,0,0,1,0,0,1,1,0,0,0,0,7
103106,1,1,1,1,0,1,1,1,1,1,1,1,10
103107,1,1,1,1,0,0,0,0,0,0,0,0,3
103108,1,0,0,0,0,0,0,0,0,0,0,0,0
103109,1,1,1,1,0,0,0,0,0,0,0,0,3
103110,1,1,0,0,0,0,0,0,0,0,0,0,1
103111,1,0,0,0,0,0,0,0,0,0,0,0,0
103112,1,0,0,0,0,0,0,0,0,0,0,0,0
103113,1,1,0,0,0,0,0,0,0,0,0,0,1
103114,1,0,0,1,1,1,1,0,0,0,0,0,6
103115,1,0,0,0,0,0,0,0,0,0,0,0,0
103116,1,1,1,0,0,0,0,0,0,0,0,0,2
103117,1,1,0,0,0,0,0,0,0,0,0,0,1
103118,1,0,1,0,0,0,0,0,0,0,0,0,2
103119,1,0,0,0,0,0,0,0,0,0,0,0,0
103120,1,1,0,0,1,0,0,0,0,0,0,0,4
103121,1,0,0,0,0,0,0,0,0,0,0,0,0
103122,1,0,0,0,0,0,0,0,0,0,0,0,0
103123,1,0,0,0,0,0,0,0,0,0,0,0,0
103124,1,0,0,0,0,0,0,0,0,0,0,0,0
103125,1,0,0,0,0,1,1,1,1,0,0,0,8
103126,1,1,1,1,0,0,0,0,0,0,0,0,3
103127,1,0,0,0,0,0,0,0,0,0,0,0,0
103128,1,0,0,0,0,0,0,0,0,0,0,0,0
103129,1,0,0,0,0,0,0,0,0,0,0,0,0
103130,1,1,0,1,0,0,0,0,0,0,1,1,10
103131,1,0,1,0,0,0,0,0,0,0,0,0,2
103132,1,0,0,0,0,0,0,0,1,0,0,0,8
103133,1,0,0,0,0,0,0,0,0,0,0,0,0
103134,1,0,0,0,0,0,0,0,0,0,0,0,0
103135,1,1,0,0,0,0,0,0,0,1,0,0,9
103136,1,0,0,0,0,0,0,0,0,0,0,0,0
103137,1,1,0,0,0,0,0,0,0,0,0,0,1
103138,1,0,1,0,1,0,0,0,0,0,0,0,4
103139,1,1,1,1,0,0,0,0,0,0,0,0,3
103140,1,1,0,0,0,0,0,0,0,0,0,0,1
103141,1,0,0,0,0,0,0,0,0,0,0,0,0
103142,1,1,0,0,0,0,0,0,0,0,0,0,1
103143,1,1,0,1,1,0,0,0,0,1,1,0,10
103144,1,1,1,1,1,0,1,0,1,0,1,1,10
103145,1,1,1,1,0,0,1,0,0,0,0,0,6
103146,1,0,0,0,0,0,0,0,0,0,0,0,0
103147,1,0,1,0,0,0,0,0,0,0,0,0,2
103148,1,1,1,1,1,1,1,1,1,1,1,1,10
103149,1,0,0,1,0,0,0,0,0,0,0,0,3
103150,1,0,0,0,0,0,0,0,0,0,0,0,0
103151,1,0,0,0,0,0,0,1,1,1,1,0,10
103152,1,0,0,0,0,0,0,0,0,0,0,0,0
103153,1,1,1,0,0,0,0,0,0,0,0,0,2
103154,1,0,0,0,0,0,0,0,0,0,0,0,0
103155,1,0,0,0,0,0,0,0,0,0,0,0,0
103156,1,1,0,0,0,0,0,0,0,0,0,0,1
